fecha,sku,ventas
2023-07-21,SKU-C,137
2023-07-22,SKU-C,71
2023-07-23,SKU-C,56
2023-07-24,SKU-C,108
2023-07-25,SKU-C,89
2023-07-26,SKU-C,79
2023-07-27,SKU-C,114
2023-07-28,SKU-C,104
2023-07-29,SKU-C,88
2023-07-30,SKU-C,74
2023-07-31,SKU-C,117
2023-08-01,SKU-C,113
2023-08-02,SKU-C,98
2023-08-03,SKU-C,136
2023-08-04,SKU-C,78
2023-08-05,SKU-C,69
2023-08-06,SKU-C,86
2023-08-07,SKU-C,99
2023-08-08,SKU-C,104
2023-08-09,SKU-C,95
2023-08-10,SKU-C,107
2023-08-11,SKU-C,74
2023-08-12,SKU-C,128
2023-08-13,SKU-C,98
2023-08-14,SKU-C,122
2023-08-15,SKU-C,106
2023-08-16,SKU-C,109
2023-08-17,SKU-C,111
2023-08-18,SKU-C,108
2023-08-19,SKU-C,112
2023-08-20,SKU-C,126
2023-08-21,SKU-C,103
2023-08-22,SKU-C,114
2023-08-23,SKU-C,98
2023-08-24,SKU-C,128
2023-08-25,SKU-C,86
2023-08-26,SKU-C,136
2023-08-27,SKU-C,99
2023-08-28,SKU-C,71
2023-08-29,SKU-C,102
2023-08-30,SKU-C,86
2023-08-31,SKU-C,116
2023-09-01,SKU-C,86
2023-09-02,SKU-C,91
2023-09-03,SKU-C,62
2023-09-04,SKU-C,90
2023-09-05,SKU-C,51
2023-09-06,SKU-C,68
2023-09-07,SKU-C,115
2023-09-08,SKU-C,115
2023-09-09,SKU-C,108
2023-09-10,SKU-C,80
2023-09-11,SKU-C,99
2023-09-12,SKU-C,99
2023-09-13,SKU-C,76
2023-09-14,SKU-C,130
2023-09-15,SKU-C,117
2023-09-16,SKU-C,95
2023-09-17,SKU-C,100
2023-09-18,SKU-C,104
2023-09-19,SKU-C,59
2023-09-20,SKU-C,95
2023-09-21,SKU-C,86
2023-09-22,SKU-C,79
2023-09-23,SKU-C,94
2023-09-24,SKU-C,135
2023-09-25,SKU-C,112
2023-09-26,SKU-C,88
2023-09-27,SKU-C,111
2023-09-28,SKU-C,127
2023-09-29,SKU-C,118
2023-09-30,SKU-C,101
2023-10-01,SKU-C,87
2023-10-02,SKU-C,113
2023-10-03,SKU-C,107
2023-10-04,SKU-C,117
2023-10-05,SKU-C,112
2023-10-06,SKU-C,120
2023-10-07,SKU-C,89
2023-10-08,SKU-C,126
2023-10-09,SKU-C,103
2023-10-10,SKU-C,141
2023-10-11,SKU-C,86
2023-10-12,SKU-C,134
2023-10-13,SKU-C,103
2023-10-14,SKU-C,86
2023-10-15,SKU-C,90
2023-10-16,SKU-C,93
2023-10-17,SKU-C,108
2023-10-18,SKU-C,110
2023-10-19,SKU-C,88
2023-10-20,SKU-C,99
2023-10-21,SKU-C,142
2023-10-22,SKU-C,134
2023-10-23,SKU-C,108
2023-10-24,SKU-C,100
2023-10-25,SKU-C,102
2023-10-26,SKU-C,112
2023-10-27,SKU-C,79
2023-10-28,SKU-C,94
2023-10-29,SKU-C,66
2023-10-30,SKU-C,107
2023-10-31,SKU-C,112
2023-11-01,SKU-C,90
2023-11-02,SKU-C,131
2023-11-03,SKU-C,75
2023-11-04,SKU-C,70
2023-11-05,SKU-C,104
2023-11-06,SKU-C,120
2023-11-07,SKU-C,133
2023-11-08,SKU-C,90
2023-11-09,SKU-C,121
2023-11-10,SKU-C,99
2023-11-11,SKU-C,96
2023-11-12,SKU-C,117
2023-11-13,SKU-C,113
2023-11-14,SKU-C,68
2023-11-15,SKU-C,129
2023-11-16,SKU-C,127
2023-11-17,SKU-C,87
2023-11-18,SKU-C,107
2023-11-19,SKU-C,109
2023-11-20,SKU-C,105
2023-11-21,SKU-C,88
2023-11-22,SKU-C,86
2023-11-23,SKU-C,99
2023-11-24,SKU-C,123
2023-11-25,SKU-C,110
2023-11-26,SKU-C,92
2023-11-27,SKU-C,115
2023-11-28,SKU-C,43
2023-11-29,SKU-C,122
2023-11-30,SKU-C,65
2023-12-01,SKU-C,92
2023-12-02,SKU-C,77
2023-12-03,SKU-C,74
2023-12-04,SKU-C,123
2023-12-05,SKU-C,90
2023-12-06,SKU-C,106
2023-12-07,SKU-C,99
2023-12-08,SKU-C,109
2023-12-09,SKU-C,101
2023-12-10,SKU-C,74
2023-12-11,SKU-C,119
2023-12-12,SKU-C,90
2023-12-13,SKU-C,68
2023-12-14,SKU-C,91
2023-12-15,SKU-C,130
2023-12-16,SKU-C,117
2023-12-17,SKU-C,93
2023-12-18,SKU-C,93
2023-12-19,SKU-C,93
2023-12-20,SKU-C,141
2023-12-21,SKU-C,107
2023-12-22,SKU-C,108
2023-12-23,SKU-C,120
2023-12-24,SKU-C,104
2023-12-25,SKU-C,94
2023-12-26,SKU-C,96
2023-12-27,SKU-C,98
2023-12-28,SKU-C,99
2023-12-29,SKU-C,114
2023-12-30,SKU-C,101
2023-12-31,SKU-C,114
