fecha,sku,nombre,cantidad
2024-04-22,SKU-004,Azucar 2kg,59
2024-04-22,SKU-005,Sal 1kg,43
2024-04-23,SKU-001,Aceite de Oliva 1L,26
2024-04-23,SKU-002,Arroz 5kg,127
2024-04-23,SKU-003,Leche Entera 1L,208
2024-04-23,SKU-004,Azucar 2kg,51
2024-04-23,SKU-005,Sal 1kg,35
2024-04-24,SKU-001,Aceite de Oliva 1L,32
2024-04-24,SKU-002,Arroz 5kg,95
2024-04-24,SKU-003,Leche Entera 1L,150
2024-04-24,SKU-004,Azucar 2kg,41
2024-04-24,SKU-005,Sal 1kg,39
2024-04-25,SKU-001,Aceite de Oliva 1L,42
2024-04-25,SKU-002,Arroz 5kg,94
2024-04-25,SKU-003,Leche Entera 1L,149
2024-04-25,SKU-004,Azucar 2kg,49
2024-04-25,SKU-005,Sal 1kg,42
2024-04-26,SKU-001,Aceite de Oliva 1L,32
2024-04-26,SKU-002,Arroz 5kg,126
2024-04-26,SKU-003,Leche Entera 1L,164
2024-04-26,SKU-004,Azucar 2kg,57
2024-04-26,SKU-005,Sal 1kg,41
2024-04-27,SKU-001,Aceite de Oliva 1L,30
2024-04-27,SKU-002,Arroz 5kg,91
2024-04-27,SKU-003,Leche Entera 1L,167
2024-04-27,SKU-004,Azucar 2kg,58
2024-04-27,SKU-005,Sal 1kg,40
2024-04-28,SKU-001,Aceite de Oliva 1L,24
2024-04-28,SKU-002,Arroz 5kg,70
2024-04-28,SKU-003,Leche Entera 1L,119
2024-04-28,SKU-004,Azucar 2kg,50
2024-04-28,SKU-005,Sal 1kg,25
2024-04-29,SKU-001,Aceite de Oliva 1L,41
2024-04-29,SKU-002,Arroz 5kg,102
2024-04-29,SKU-003,Leche Entera 1L,133
2024-04-29,SKU-004,Azucar 2kg,76
2024-04-29,SKU-005,Sal 1kg,40
2024-04-30,SKU-001,Aceite de Oliva 1L,39
2024-04-30,SKU-002,Arroz 5kg,113
2024-04-30,SKU-003,Leche Entera 1L,104
2024-04-30,SKU-004,Azucar 2kg,60
2024-04-30,SKU-005,Sal 1kg,38
2024-05-01,SKU-001,Aceite de Oliva 1L,26
2024-05-01,SKU-002,Arroz 5kg,86
2024-05-01,SKU-003,Leche Entera 1L,160
2024-05-01,SKU-004,Azucar 2kg,63
2024-05-01,SKU-005,Sal 1kg,40
2024-05-02,SKU-001,Aceite de Oliva 1L,31
2024-05-02,SKU-002,Arroz 5kg,96
2024-05-02,SKU-003,Leche Entera 1L,125
2024-05-02,SKU-004,Azucar 2kg,55
2024-05-02,SKU-005,Sal 1kg,36
2024-05-03,SKU-001,Aceite de Oliva 1L,32
2024-05-03,SKU-002,Arroz 5kg,104
2024-05-03,SKU-003,Leche Entera 1L,128
2024-05-03,SKU-004,Azucar 2kg,57
2024-05-03,SKU-005,Sal 1kg,37
2024-05-04,SKU-001,Aceite de Oliva 1L,32
2024-05-04,SKU-002,Arroz 5kg,109
2024-05-04,SKU-003,Leche Entera 1L,161
2024-05-04,SKU-004,Azucar 2kg,62
2024-05-04,SKU-005,Sal 1kg,34
2024-05-05,SKU-001,Aceite de Oliva 1L,21
2024-05-05,SKU-002,Arroz 5kg,75
2024-05-05,SKU-003,Leche Entera 1L,123
2024-05-05,SKU-004,Azucar 2kg,33
2024-05-05,SKU-005,Sal 1kg,28
2024-05-06,SKU-001,Aceite de Oliva 1L,38
2024-05-06,SKU-002,Arroz 5kg,102
2024-05-06,SKU-003,Leche Entera 1L,152
2024-05-06,SKU-004,Azucar 2kg,61
2024-05-06,SKU-005,Sal 1kg,40
2024-05-07,SKU-001,Aceite de Oliva 1L,35
2024-05-07,SKU-002,Arroz 5kg,104
2024-05-07,SKU-003,Leche Entera 1L,159
2024-05-07,SKU-004,Azucar 2kg,53
2024-05-07,SKU-005,Sal 1kg,38
2024-05-08,SKU-001,Aceite de Oliva 1L,38
2024-05-08,SKU-002,Arroz 5kg,101
2024-05-08,SKU-003,Leche Entera 1L,149
2024-05-08,SKU-004,Azucar 2kg,54
2024-05-08,SKU-005,Sal 1kg,41
2024-05-09,SKU-001,Aceite de Oliva 1L,28
2024-05-09,SKU-002,Arroz 5kg,112
2024-05-09,SKU-003,Leche Entera 1L,125
2024-05-09,SKU-004,Azucar 2kg,50
2024-05-09,SKU-005,Sal 1kg,39
2024-05-10,SKU-001,Aceite de Oliva 1L,33
2024-05-10,SKU-002,Arroz 5kg,105
2024-05-10,SKU-003,Leche Entera 1L,186
2024-05-10,SKU-004,Azucar 2kg,55
2024-05-10,SKU-005,Sal 1kg,40
2024-05-11,SKU-001,Aceite de Oliva 1L,28
2024-05-11,SKU-002,Arroz 5kg,115
2024-05-11,SKU-003,Leche Entera 1L,173
2024-05-11,SKU-004,Azucar 2kg,61
2024-05-11,SKU-005,Sal 1kg,39
2024-05-12,SKU-001,Aceite de Oliva 1L,20
2024-05-12,SKU-002,Arroz 5kg,69
2024-05-12,SKU-003,Leche Entera 1L,118
2024-05-12,SKU-004,Azucar 2kg,40
2024-05-12,SKU-005,Sal 1kg,27
2024-05-13,SKU-001,Aceite de Oliva 1L,25
2024-05-13,SKU-002,Arroz 5kg,104
2024-05-13,SKU-003,Leche Entera 1L,131
2024-05-13,SKU-004,Azucar 2kg,50
2024-05-13,SKU-005,Sal 1kg,38
2024-05-14,SKU-001,Aceite de Oliva 1L,23
2024-05-14,SKU-002,Arroz 5kg,109
2024-05-14,SKU-003,Leche Entera 1L,178
2024-05-14,SKU-004,Azucar 2kg,57
2024-05-14,SKU-005,Sal 1kg,35
2024-05-15,SKU-001,Aceite de Oliva 1L,27
2024-05-15,SKU-002,Arroz 5kg,100
2024-05-15,SKU-003,Leche Entera 1L,78
2024-05-15,SKU-004,Azucar 2kg,58
2024-05-15,SKU-005,Sal 1kg,40
2024-05-16,SKU-001,Aceite de Oliva 1L,30
2024-05-16,SKU-002,Arroz 5kg,96
2024-05-16,SKU-003,Leche Entera 1L,157
2024-05-16,SKU-004,Azucar 2kg,59
2024-05-16,SKU-005,Sal 1kg,41
2024-05-17,SKU-001,Aceite de Oliva 1L,32
2024-05-17,SKU-002,Arroz 5kg,94
2024-05-17,SKU-003,Leche Entera 1L,137
2024-05-17,SKU-004,Azucar 2kg,58
2024-05-17,SKU-005,Sal 1kg,42
2024-05-18,SKU-001,Aceite de Oliva 1L,30
2024-05-18,SKU-002,Arroz 5kg,90
2024-05-18,SKU-003,Leche Entera 1L,124
2024-05-18,SKU-004,Azucar 2kg,42
2024-05-18,SKU-005,Sal 1kg,39
2024-05-19,SKU-001,Aceite de Oliva 1L,17
2024-05-19,SKU-002,Arroz 5kg,61
2024-05-19,SKU-003,Leche Entera 1L,64
2024-05-19,SKU-004,Azucar 2kg,34
2024-05-19,SKU-005,Sal 1kg,27
2024-05-20,SKU-001,Aceite de Oliva 1L,25
2024-05-20,SKU-002,Arroz 5kg,82
2024-05-20,SKU-003,Leche Entera 1L,155
2024-05-20,SKU-004,Azucar 2kg,54
2024-05-20,SKU-005,Sal 1kg,39
2024-05-21,SKU-001,Aceite de Oliva 1L,35
2024-05-21,SKU-002,Arroz 5kg,99
2024-05-21,SKU-003,Leche Entera 1L,110
2024-05-21,SKU-004,Azucar 2kg,55
2024-05-21,SKU-005,Sal 1kg,39
2024-05-22,SKU-001,Aceite de Oliva 1L,28
2024-05-22,SKU-002,Arroz 5kg,85
2024-05-22,SKU-003,Leche Entera 1L,182
2024-05-22,SKU-004,Azucar 2kg,53
2024-05-22,SKU-005,Sal 1kg,36
2024-05-23,SKU-001,Aceite de Oliva 1L,31
2024-05-23,SKU-002,Arroz 5kg,109
2024-05-23,SKU-003,Leche Entera 1L,156
2024-05-23,SKU-004,Azucar 2kg,53
2024-05-23,SKU-005,Sal 1kg,39
2024-05-24,SKU-001,Aceite de Oliva 1L,41
2024-05-24,SKU-002,Arroz 5kg,112
2024-05-24,SKU-003,Leche Entera 1L,168
2024-05-24,SKU-004,Azucar 2kg,48
2024-05-24,SKU-005,Sal 1kg,48
2024-05-25,SKU-001,Aceite de Oliva 1L,25
2024-05-25,SKU-002,Arroz 5kg,95
2024-05-25,SKU-003,Leche Entera 1L,127
2024-05-25,SKU-004,Azucar 2kg,66
2024-05-25,SKU-005,Sal 1kg,38
2024-05-26,SKU-001,Aceite de Oliva 1L,17
2024-05-26,SKU-002,Arroz 5kg,70
2024-05-26,SKU-003,Leche Entera 1L,114
2024-05-26,SKU-004,Azucar 2kg,37
2024-05-26,SKU-005,Sal 1kg,23
2024-05-27,SKU-001,Aceite de Oliva 1L,27
2024-05-27,SKU-002,Arroz 5kg,93
2024-05-27,SKU-003,Leche Entera 1L,147
2024-05-27,SKU-004,Azucar 2kg,51
2024-05-27,SKU-005,Sal 1kg,39
2024-05-28,SKU-001,Aceite de Oliva 1L,26
2024-05-28,SKU-002,Arroz 5kg,80
2024-05-28,SKU-003,Leche Entera 1L,124
2024-05-28,SKU-004,Azucar 2kg,64
2024-05-28,SKU-005,Sal 1kg,35
2024-05-29,SKU-001,Aceite de Oliva 1L,41
2024-05-29,SKU-002,Arroz 5kg,102
2024-05-29,SKU-003,Leche Entera 1L,111
2024-05-29,SKU-004,Azucar 2kg,49
2024-05-29,SKU-005,Sal 1kg,37
2024-05-30,SKU-001,Aceite de Oliva 1L,25
2024-05-30,SKU-002,Arroz 5kg,119
2024-05-30,SKU-003,Leche Entera 1L,116
2024-05-30,SKU-004,Azucar 2kg,59
2024-05-30,SKU-005,Sal 1kg,40
2024-05-31,SKU-001,Aceite de Oliva 1L,30
2024-05-31,SKU-002,Arroz 5kg,87
2024-05-31,SKU-003,Leche Entera 1L,136
2024-05-31,SKU-004,Azucar 2kg,56
2024-05-31,SKU-005,Sal 1kg,39
2024-06-01,SKU-001,Aceite de Oliva 1L,30
2024-06-01,SKU-002,Arroz 5kg,82
2024-06-01,SKU-003,Leche Entera 1L,145
2024-06-01,SKU-004,Azucar 2kg,50
2024-06-01,SKU-005,Sal 1kg,30
2024-06-02,SKU-001,Aceite de Oliva 1L,19
2024-06-02,SKU-002,Arroz 5kg,57
2024-06-02,SKU-003,Leche Entera 1L,112
2024-06-02,SKU-004,Azucar 2kg,46
2024-06-02,SKU-005,Sal 1kg,29
2024-06-03,SKU-001,Aceite de Oliva 1L,27
2024-06-03,SKU-002,Arroz 5kg,91
2024-06-03,SKU-003,Leche Entera 1L,162
2024-06-03,SKU-004,Azucar 2kg,60
2024-06-03,SKU-005,Sal 1kg,34
2024-06-04,SKU-001,Aceite de Oliva 1L,29
2024-06-04,SKU-002,Arroz 5kg,116
2024-06-04,SKU-003,Leche Entera 1L,139
2024-06-04,SKU-004,Azucar 2kg,50
2024-06-04,SKU-005,Sal 1kg,36
2024-06-05,SKU-001,Aceite de Oliva 1L,32
2024-06-05,SKU-002,Arroz 5kg,85
2024-06-05,SKU-003,Leche Entera 1L,135
2024-06-05,SKU-004,Azucar 2kg,46
2024-06-05,SKU-005,Sal 1kg,35
2024-06-06,SKU-001,Aceite de Oliva 1L,38
2024-06-06,SKU-002,Arroz 5kg,101
2024-06-06,SKU-003,Leche Entera 1L,138
2024-06-06,SKU-004,Azucar 2kg,47
2024-06-06,SKU-005,Sal 1kg,34
2024-06-07,SKU-001,Aceite de Oliva 1L,34
2024-06-07,SKU-002,Arroz 5kg,88
2024-06-07,SKU-003,Leche Entera 1L,181
2024-06-07,SKU-004,Azucar 2kg,44
2024-06-07,SKU-005,Sal 1kg,34
2024-06-08,SKU-001,Aceite de Oliva 1L,37
2024-06-08,SKU-002,Arroz 5kg,75
2024-06-08,SKU-003,Leche Entera 1L,173
2024-06-08,SKU-004,Azucar 2kg,41
2024-06-08,SKU-005,Sal 1kg,35
2024-06-09,SKU-001,Aceite de Oliva 1L,20
2024-06-09,SKU-002,Arroz 5kg,70
2024-06-09,SKU-003,Leche Entera 1L,36
2024-06-09,SKU-004,Azucar 2kg,28
2024-06-09,SKU-005,Sal 1kg,23
2024-06-10,SKU-001,Aceite de Oliva 1L,29
2024-06-10,SKU-002,Arroz 5kg,84
2024-06-10,SKU-003,Leche Entera 1L,133
2024-06-10,SKU-004,Azucar 2kg,45
2024-06-10,SKU-005,Sal 1kg,34
2024-06-11,SKU-001,Aceite de Oliva 1L,25
2024-06-11,SKU-002,Arroz 5kg,94
2024-06-11,SKU-003,Leche Entera 1L,154
2024-06-11,SKU-004,Azucar 2kg,61
2024-06-11,SKU-005,Sal 1kg,33
2024-06-12,SKU-001,Aceite de Oliva 1L,27
2024-06-12,SKU-002,Arroz 5kg,92
2024-06-12,SKU-003,Leche Entera 1L,130
2024-06-12,SKU-004,Azucar 2kg,51
2024-06-12,SKU-005,Sal 1kg,30
2024-06-13,SKU-001,Aceite de Oliva 1L,30
2024-06-13,SKU-002,Arroz 5kg,83
2024-06-13,SKU-003,Leche Entera 1L,111
2024-06-13,SKU-004,Azucar 2kg,42
2024-06-13,SKU-005,Sal 1kg,37
2024-06-14,SKU-001,Aceite de Oliva 1L,28
2024-06-14,SKU-002,Arroz 5kg,101
2024-06-14,SKU-003,Leche Entera 1L,144
2024-06-14,SKU-004,Azucar 2kg,41
2024-06-14,SKU-005,Sal 1kg,31
2024-06-15,SKU-001,Aceite de Oliva 1L,32
2024-06-15,SKU-002,Arroz 5kg,84
2024-06-15,SKU-003,Leche Entera 1L,106
2024-06-15,SKU-004,Azucar 2kg,50
2024-06-15,SKU-005,Sal 1kg,34
2024-06-16,SKU-001,Aceite de Oliva 1L,17
2024-06-16,SKU-002,Arroz 5kg,61
2024-06-16,SKU-003,Leche Entera 1L,86
2024-06-16,SKU-004,Azucar 2kg,24
2024-06-16,SKU-005,Sal 1kg,25
2024-06-17,SKU-001,Aceite de Oliva 1L,25
2024-06-17,SKU-002,Arroz 5kg,102
2024-06-17,SKU-003,Leche Entera 1L,104
2024-06-17,SKU-004,Azucar 2kg,41
2024-06-17,SKU-005,Sal 1kg,37
2024-06-18,SKU-001,Aceite de Oliva 1L,21
2024-06-18,SKU-002,Arroz 5kg,84
2024-06-18,SKU-003,Leche Entera 1L,150
2024-06-18,SKU-004,Azucar 2kg,48
2024-06-18,SKU-005,Sal 1kg,29
2024-06-19,SKU-001,Aceite de Oliva 1L,29
2024-06-19,SKU-002,Arroz 5kg,87
2024-06-19,SKU-003,Leche Entera 1L,168
2024-06-19,SKU-004,Azucar 2kg,54
2024-06-19,SKU-005,Sal 1kg,41
2024-06-20,SKU-001,Aceite de Oliva 1L,21
2024-06-20,SKU-002,Arroz 5kg,88
2024-06-20,SKU-003,Leche Entera 1L,105
2024-06-20,SKU-004,Azucar 2kg,57
2024-06-20,SKU-005,Sal 1kg,35
2024-06-21,SKU-001,Aceite de Oliva 1L,31
2024-06-21,SKU-002,Arroz 5kg,81
2024-06-21,SKU-003,Leche Entera 1L,113
2024-06-21,SKU-004,Azucar 2kg,38
2024-06-21,SKU-005,Sal 1kg,38
2024-06-22,SKU-001,Aceite de Oliva 1L,30
2024-06-22,SKU-002,Arroz 5kg,86
2024-06-22,SKU-003,Leche Entera 1L,156
2024-06-22,SKU-004,Azucar 2kg,54
2024-06-22,SKU-005,Sal 1kg,36
2024-06-23,SKU-001,Aceite de Oliva 1L,14
2024-06-23,SKU-002,Arroz 5kg,57
2024-06-23,SKU-003,Leche Entera 1L,95
2024-06-23,SKU-004,Azucar 2kg,36
2024-06-23,SKU-005,Sal 1kg,25
2024-06-24,SKU-001,Aceite de Oliva 1L,23
2024-06-24,SKU-002,Arroz 5kg,88
2024-06-24,SKU-003,Leche Entera 1L,188
2024-06-24,SKU-004,Azucar 2kg,53
2024-06-24,SKU-005,Sal 1kg,35
2024-06-25,SKU-001,Aceite de Oliva 1L,27
2024-06-25,SKU-002,Arroz 5kg,93
2024-06-25,SKU-003,Leche Entera 1L,177
2024-06-25,SKU-004,Azucar 2kg,49
2024-06-25,SKU-005,Sal 1kg,36
2024-06-26,SKU-001,Aceite de Oliva 1L,23
2024-06-26,SKU-002,Arroz 5kg,91
2024-06-26,SKU-003,Leche Entera 1L,153
2024-06-26,SKU-004,Azucar 2kg,44
2024-06-26,SKU-005,Sal 1kg,35
2024-06-27,SKU-001,Aceite de Oliva 1L,24
2024-06-27,SKU-002,Arroz 5kg,79
2024-06-27,SKU-003,Leche Entera 1L,129
2024-06-27,SKU-004,Azucar 2kg,59
2024-06-27,SKU-005,Sal 1kg,33
2024-06-28,SKU-001,Aceite de Oliva 1L,30
2024-06-28,SKU-002,Arroz 5kg,79
2024-06-28,SKU-003,Leche Entera 1L,130
2024-06-28,SKU-004,Azucar 2kg,41
2024-06-28,SKU-005,Sal 1kg,31
2024-06-29,SKU-001,Aceite de Oliva 1L,30
2024-06-29,SKU-002,Arroz 5kg,85
2024-06-29,SKU-003,Leche Entera 1L,164
2024-06-29,SKU-004,Azucar 2kg,47
2024-06-29,SKU-005,Sal 1kg,31
2024-06-30,SKU-001,Aceite de Oliva 1L,22
2024-06-30,SKU-002,Arroz 5kg,55
2024-06-30,SKU-003,Leche Entera 1L,62
2024-06-30,SKU-004,Azucar 2kg,38
2024-06-30,SKU-005,Sal 1kg,23
2024-07-01,SKU-001,Aceite de Oliva 1L,18
2024-07-01,SKU-002,Arroz 5kg,85
2024-07-01,SKU-003,Leche Entera 1L,116
2024-07-01,SKU-004,Azucar 2kg,57
2024-07-01,SKU-005,Sal 1kg,30
2024-07-02,SKU-001,Aceite de Oliva 1L,24
2024-07-02,SKU-002,Arroz 5kg,76
2024-07-02,SKU-003,Leche Entera 1L,99
2024-07-02,SKU-004,Azucar 2kg,43
2024-07-02,SKU-005,Sal 1kg,28
2024-07-03,SKU-001,Aceite de Oliva 1L,22
2024-07-03,SKU-002,Arroz 5kg,70
2024-07-03,SKU-003,Leche Entera 1L,88
2024-07-03,SKU-004,Azucar 2kg,38
2024-07-03,SKU-005,Sal 1kg,30
2024-07-04,SKU-001,Aceite de Oliva 1L,23
2024-07-04,SKU-002,Arroz 5kg,73
2024-07-04,SKU-003,Leche Entera 1L,136
2024-07-04,SKU-004,Azucar 2kg,46
2024-07-04,SKU-005,Sal 1kg,30
2024-07-05,SKU-001,Aceite de Oliva 1L,24
2024-07-05,SKU-002,Arroz 5kg,96
2024-07-05,SKU-003,Leche Entera 1L,130
2024-07-05,SKU-004,Azucar 2kg,49
2024-07-05,SKU-005,Sal 1kg,25
2024-07-06,SKU-001,Aceite de Oliva 1L,23
2024-07-06,SKU-002,Arroz 5kg,64
2024-07-06,SKU-003,Leche Entera 1L,113
2024-07-06,SKU-004,Azucar 2kg,48
2024-07-06,SKU-005,Sal 1kg,29
2024-07-07,SKU-001,Aceite de Oliva 1L,19
2024-07-07,SKU-002,Arroz 5kg,51
2024-07-07,SKU-003,Leche Entera 1L,96
2024-07-07,SKU-004,Azucar 2kg,26
2024-07-07,SKU-005,Sal 1kg,21
2024-07-08,SKU-001,Aceite de Oliva 1L,27
2024-07-08,SKU-002,Arroz 5kg,86
2024-07-08,SKU-003,Leche Entera 1L,119
2024-07-08,SKU-004,Azucar 2kg,56
2024-07-08,SKU-005,Sal 1kg,29
2024-07-09,SKU-001,Aceite de Oliva 1L,24
2024-07-09,SKU-002,Arroz 5kg,59
2024-07-09,SKU-003,Leche Entera 1L,164
2024-07-09,SKU-004,Azucar 2kg,43
2024-07-09,SKU-005,Sal 1kg,27
2024-07-10,SKU-001,Aceite de Oliva 1L,30
2024-07-10,SKU-002,Arroz 5kg,90
2024-07-10,SKU-003,Leche Entera 1L,123
2024-07-10,SKU-004,Azucar 2kg,37
2024-07-10,SKU-005,Sal 1kg,31
2024-07-11,SKU-001,Aceite de Oliva 1L,23
2024-07-11,SKU-002,Arroz 5kg,71
2024-07-11,SKU-003,Leche Entera 1L,145
2024-07-11,SKU-004,Azucar 2kg,34
2024-07-11,SKU-005,Sal 1kg,31
2024-07-12,SKU-001,Aceite de Oliva 1L,27
2024-07-12,SKU-002,Arroz 5kg,96
2024-07-12,SKU-003,Leche Entera 1L,127
2024-07-12,SKU-004,Azucar 2kg,34
2024-07-12,SKU-005,Sal 1kg,28
2024-07-13,SKU-001,Aceite de Oliva 1L,25
2024-07-13,SKU-002,Arroz 5kg,82
2024-07-13,SKU-003,Leche Entera 1L,142
2024-07-13,SKU-004,Azucar 2kg,34
2024-07-13,SKU-005,Sal 1kg,29
2024-07-14,SKU-001,Aceite de Oliva 1L,20
2024-07-14,SKU-002,Arroz 5kg,64
2024-07-14,SKU-003,Leche Entera 1L,114
2024-07-14,SKU-004,Azucar 2kg,30
2024-07-14,SKU-005,Sal 1kg,23
2024-07-15,SKU-001,Aceite de Oliva 1L,31
2024-07-15,SKU-002,Arroz 5kg,88
2024-07-15,SKU-003,Leche Entera 1L,135
2024-07-15,SKU-004,Azucar 2kg,48
2024-07-15,SKU-005,Sal 1kg,28
2024-07-16,SKU-001,Aceite de Oliva 1L,19
2024-07-16,SKU-002,Arroz 5kg,86
2024-07-16,SKU-003,Leche Entera 1L,109
2024-07-16,SKU-004,Azucar 2kg,44
2024-07-16,SKU-005,Sal 1kg,28
2024-07-17,SKU-001,Aceite de Oliva 1L,23
2024-07-17,SKU-002,Arroz 5kg,79
2024-07-17,SKU-003,Leche Entera 1L,93
2024-07-17,SKU-004,Azucar 2kg,44
2024-07-17,SKU-005,Sal 1kg,30
2024-07-18,SKU-001,Aceite de Oliva 1L,24
2024-07-18,SKU-002,Arroz 5kg,71
2024-07-18,SKU-003,Leche Entera 1L,134
2024-07-18,SKU-004,Azucar 2kg,53
2024-07-18,SKU-005,Sal 1kg,28
2024-07-19,SKU-001,Aceite de Oliva 1L,28
2024-07-19,SKU-002,Arroz 5kg,84
2024-07-19,SKU-003,Leche Entera 1L,54
2024-07-19,SKU-004,Azucar 2kg,39
2024-07-19,SKU-005,Sal 1kg,27
2024-07-20,SKU-001,Aceite de Oliva 1L,27
2024-07-20,SKU-002,Arroz 5kg,78
2024-07-20,SKU-003,Leche Entera 1L,126
2024-07-20,SKU-004,Azucar 2kg,46
2024-07-20,SKU-005,Sal 1kg,27
2024-07-21,SKU-001,Aceite de Oliva 1L,15
2024-07-21,SKU-002,Arroz 5kg,47
2024-07-21,SKU-003,Leche Entera 1L,77
2024-07-21,SKU-004,Azucar 2kg,30
2024-07-21,SKU-005,Sal 1kg,20
2024-07-22,SKU-001,Aceite de Oliva 1L,21
2024-07-22,SKU-002,Arroz 5kg,83
2024-07-22,SKU-003,Leche Entera 1L,134
2024-07-22,SKU-004,Azucar 2kg,50
2024-07-22,SKU-005,Sal 1kg,30
2024-07-23,SKU-001,Aceite de Oliva 1L,24
2024-07-23,SKU-002,Arroz 5kg,80
2024-07-23,SKU-003,Leche Entera 1L,127
2024-07-23,SKU-004,Azucar 2kg,39
2024-07-23,SKU-005,Sal 1kg,31
2024-07-24,SKU-001,Aceite de Oliva 1L,29
2024-07-24,SKU-002,Arroz 5kg,90
2024-07-24,SKU-003,Leche Entera 1L,113
2024-07-24,SKU-004,Azucar 2kg,44
2024-07-24,SKU-005,Sal 1kg,29
2024-07-25,SKU-001,Aceite de Oliva 1L,23
2024-07-25,SKU-002,Arroz 5kg,79
2024-07-25,SKU-003,Leche Entera 1L,109
2024-07-25,SKU-004,Azucar 2kg,41
2024-07-25,SKU-005,Sal 1kg,32
2024-07-26,SKU-001,Aceite de Oliva 1L,24
2024-07-26,SKU-002,Arroz 5kg,75
2024-07-26,SKU-003,Leche Entera 1L,131
2024-07-26,SKU-004,Azucar 2kg,42
2024-07-26,SKU-005,Sal 1kg,28
2024-07-27,SKU-001,Aceite de Oliva 1L,23
2024-07-27,SKU-002,Arroz 5kg,65
2024-07-27,SKU-003,Leche Entera 1L,110
2024-07-27,SKU-004,Azucar 2kg,36
2024-07-27,SKU-005,Sal 1kg,28
2024-07-28,SKU-001,Aceite de Oliva 1L,13
2024-07-28,SKU-002,Arroz 5kg,56
2024-07-28,SKU-003,Leche Entera 1L,89
2024-07-28,SKU-004,Azucar 2kg,30
2024-07-28,SKU-005,Sal 1kg,19
2024-07-29,SKU-001,Aceite de Oliva 1L,24
2024-07-29,SKU-002,Arroz 5kg,59
2024-07-29,SKU-003,Leche Entera 1L,86
2024-07-29,SKU-004,Azucar 2kg,40
2024-07-29,SKU-005,Sal 1kg,28
2024-07-30,SKU-001,Aceite de Oliva 1L,22
2024-07-30,SKU-002,Arroz 5kg,65
2024-07-30,SKU-003,Leche Entera 1L,112
2024-07-30,SKU-004,Azucar 2kg,39
2024-07-30,SKU-005,Sal 1kg,25
2024-07-31,SKU-001,Aceite de Oliva 1L,24
2024-07-31,SKU-002,Arroz 5kg,71
2024-07-31,SKU-003,Leche Entera 1L,134
2024-07-31,SKU-004,Azucar 2kg,44
2024-07-31,SKU-005,Sal 1kg,29
2024-08-01,SKU-001,Aceite de Oliva 1L,24
2024-08-01,SKU-002,Arroz 5kg,66
2024-08-01,SKU-003,Leche Entera 1L,88
2024-08-01,SKU-004,Azucar 2kg,33
2024-08-01,SKU-005,Sal 1kg,33
2024-08-02,SKU-001,Aceite de Oliva 1L,19
2024-08-02,SKU-002,Arroz 5kg,70
2024-08-02,SKU-003,Leche Entera 1L,100
2024-08-02,SKU-004,Azucar 2kg,39
2024-08-02,SKU-005,Sal 1kg,26
2024-08-03,SKU-001,Aceite de Oliva 1L,16
2024-08-03,SKU-002,Arroz 5kg,64
2024-08-03,SKU-003,Leche Entera 1L,77
2024-08-03,SKU-004,Azucar 2kg,39
2024-08-03,SKU-005,Sal 1kg,25
2024-08-04,SKU-001,Aceite de Oliva 1L,14
2024-08-04,SKU-002,Arroz 5kg,51
2024-08-04,SKU-003,Leche Entera 1L,66
2024-08-04,SKU-004,Azucar 2kg,31
2024-08-04,SKU-005,Sal 1kg,18
2024-08-05,SKU-001,Aceite de Oliva 1L,23
2024-08-05,SKU-002,Arroz 5kg,61
2024-08-05,SKU-003,Leche Entera 1L,120
2024-08-05,SKU-004,Azucar 2kg,38
2024-08-05,SKU-005,Sal 1kg,27
2024-08-06,SKU-001,Aceite de Oliva 1L,23
2024-08-06,SKU-002,Arroz 5kg,69
2024-08-06,SKU-003,Leche Entera 1L,110
2024-08-06,SKU-004,Azucar 2kg,38
2024-08-06,SKU-005,Sal 1kg,29
2024-08-07,SKU-001,Aceite de Oliva 1L,25
2024-08-07,SKU-002,Arroz 5kg,73
2024-08-07,SKU-003,Leche Entera 1L,80
2024-08-07,SKU-004,Azucar 2kg,34
2024-08-07,SKU-005,Sal 1kg,25
2024-08-08,SKU-001,Aceite de Oliva 1L,21
2024-08-08,SKU-002,Arroz 5kg,73
2024-08-08,SKU-003,Leche Entera 1L,86
2024-08-08,SKU-004,Azucar 2kg,45
2024-08-08,SKU-005,Sal 1kg,26
2024-08-09,SKU-001,Aceite de Oliva 1L,15
2024-08-09,SKU-002,Arroz 5kg,66
2024-08-09,SKU-003,Leche Entera 1L,50
2024-08-09,SKU-004,Azucar 2kg,35
2024-08-09,SKU-005,Sal 1kg,25
2024-08-10,SKU-001,Aceite de Oliva 1L,20
2024-08-10,SKU-002,Arroz 5kg,67
2024-08-10,SKU-003,Leche Entera 1L,95
2024-08-10,SKU-004,Azucar 2kg,36
2024-08-10,SKU-005,Sal 1kg,29
2024-08-11,SKU-001,Aceite de Oliva 1L,18
2024-08-11,SKU-002,Arroz 5kg,43
2024-08-11,SKU-003,Leche Entera 1L,90
2024-08-11,SKU-004,Azucar 2kg,22
2024-08-11,SKU-005,Sal 1kg,17
2024-08-12,SKU-001,Aceite de Oliva 1L,26
2024-08-12,SKU-002,Arroz 5kg,53
2024-08-12,SKU-003,Leche Entera 1L,114
2024-08-12,SKU-004,Azucar 2kg,33
2024-08-12,SKU-005,Sal 1kg,25
2024-08-13,SKU-001,Aceite de Oliva 1L,21
